113.95,94.046,374
114.47,93.814,373
113.32,92.733,372
113.84,92.502,371
114.36,92.271,370
115.18,92.29,370
115.69,92.059,369
116.19,91.829,368
113.39,92.645,375
113.31,91.922,372
113.82,91.693,371
114.34,91.465,370
115.16,91.483,370
115.98,91.502,370
116.49,91.273,369
112.01,92.037,376
112.24,91.566,374
112.46,91.094,372
112.98,90.867,371
113.5,90.64,370
114.32,90.659,370
115.14,90.677,370
115.96,90.695,370
116.79,90.714,370
117.61,90.733,370
111.1,90.492,373
111.62,90.267,372
112.44,90.284,372
112.96,90.06,371
113.48,89.835,370
114.3,89.853,370
115.12,89.871,370
116.26,90.132,371
117.08,90.151,371
117.91,90.169,371
110.25,89.663,373
110.78,89.44,372
111.3,89.217,371
111.82,88.994,370
112.64,89.012,370
113.46,89.029,370
114.28,89.047,370
115.1,89.065,370
115.93,89.083,370
116.75,89.102,370
117.89,89.361,371
135.46,89.316,369
134.82,88.369,365
136.02,88.633,366
136.47,88.412,365
109.94,88.615,372
110.76,88.632,372
111.29,88.411,371
111.81,88.19,370
112.62,88.207,370
113.44,88.225,370
114.27,88.242,370
115.09,88.26,370
115.91,88.278,370
116.73,88.296,370
117.55,88.314,370
134.34,87.789,366
134.43,87.33,364
135.62,87.591,365
136.08,87.372,364
109.63,87.571,371
110.45,87.587,371
111.27,87.605,371
111.79,87.385,370
112.61,87.403,370
113.43,87.42,370
114.25,87.438,370
115.07,87.455,370
115.89,87.473,370
116.71,87.491,370
117.54,87.509,370
118.68,87.763,371
132.03,86.016,362
133.22,86.274,363
134.04,86.295,363
135.23,86.553,364
135.68,86.337,363
136.5,86.358,363
137.33,86.379,363
138.91,86.877,365
109.61,86.765,371
110.43,86.782,371
111.25,86.799,371
111.77,86.582,370
112.59,86.599,370
113.41,86.616,370
114.23,86.633,370
115.05,86.651,370
115.87,86.668,370
116.69,86.686,370
117.52,86.703,370
118.66,86.956,371
129.02,83.792,356
130.92,84.518,359
132.46,85.009,361
133.65,85.265,362
134.47,85.285,362
135.29,85.306,362
136.11,85.327,362
136.55,85.112,361
137.75,85.369,362
139.34,85.862,364
109.89,86.192,372
110.42,85.977,371
111.24,85.993,371
111.75,85.778,370
112.57,85.795,370
113.39,85.812,370
114.21,85.829,370
115.03,85.846,370
115.86,85.864,370
116.68,85.881,370
117.5,85.899,370
118.32,85.916,370
119.15,85.934,370
129.36,83.246,357
130.53,83.499,358
132.08,83.986,360
133.26,84.239,361
134.45,84.493,362
135.27,84.513,362
136.09,84.534,362
136.91,84.555,362
137.73,84.576,362
138.94,84.83,363
140.15,85.085,364
141.36,85.341,365
109.87,85.385,372
110.4,85.172,371
111.22,85.188,371
111.74,84.975,370
112.56,84.992,370
113.38,85.008,370
114.2,85.025,370
115.02,85.042,370
115.84,85.06,370
116.66,85.077,370
117.48,85.094,370
118.3,85.112,370
119.13,85.129,370
120.28,85.377,371
128.98,82.235,356
130.51,82.717,358
132.06,83.199,360
133.24,83.45,361
134.43,83.701,362
135.25,83.721,362
136.07,83.741,362
137.27,83.993,363
138.09,84.014,363
138.91,84.035,363
139.74,84.056,363
140.95,84.309,364
109.33,84.789,373
109.86,84.578,372
110.38,84.367,371
110.9,84.156,370
111.72,84.172,370
112.54,84.189,370
113.36,84.205,370
114.18,84.222,370
115,84.239,370
115.82,84.256,370
116.64,84.273,370
117.46,84.29,370
118.29,84.307,370
119.11,84.325,370
120.26,84.57,371
127.51,80.542,352
128.67,80.79,353
129.83,81.038,354
131.37,81.515,356
132.92,81.993,358
134.48,82.471,360
135.67,82.72,361
136.87,82.97,362
137.69,82.99,362
138.51,83.011,362
139.72,83.261,363
140.54,83.282,363
141.76,83.532,364
142.98,83.783,365
109.36,84.641,376
109.31,83.981,373
109.84,83.772,372
110.37,83.563,371
110.89,83.353,370
111.7,83.37,370
112.52,83.386,370
113.34,83.402,370
114.16,83.419,370
114.98,83.436,370
115.8,83.452,370
116.63,83.469,370
117.45,83.486,370
118.27,83.503,370
119.09,83.521,370
120.24,83.764,371
121.07,83.781,371
126.34,79.528,351
127.13,79.547,351
127.92,79.566,351
129.08,79.811,352
130.25,80.057,353
132.16,80.757,356
134.09,81.457,359
135.27,81.704,360
136.09,81.724,360
137.29,81.971,361
138.11,81.991,361
139.31,82.239,362
140.14,82.259,362
141.35,82.507,363
142.18,82.528,363
109.3,83.173,373
109.83,82.966,372
110.35,82.759,371
110.87,82.551,370
111.69,82.567,370
112.51,82.584,370
113.33,82.6,370
114.15,82.616,370
114.97,82.633,370
115.79,82.649,370
116.61,82.666,370
117.43,82.683,370
118.25,82.7,370
119.08,82.717,370
119.9,82.734,370
121.05,82.975,371
121.88,82.992,371
123.38,77.398,345
124.52,77.641,346
125.66,77.883,347
126.45,77.901,347
127.6,78.144,348
128.75,78.387,349
131.4,79.529,354
133.32,80.223,357
134.5,80.467,358
135.31,80.487,358
136.51,80.731,359
137.7,80.976,360
138.91,81.221,361
140.12,81.467,362
140.94,81.487,362
141.76,81.508,362
142.98,81.754,363
109.81,82.16,372
110.33,81.955,371
111.15,81.971,371
111.97,81.987,371
112.49,81.782,370
113.31,81.798,370
114.13,81.814,370
114.95,81.83,370
115.77,81.846,370
116.59,81.863,370
117.41,81.88,370
118.24,81.896,370
119.06,81.913,370
119.88,81.93,370
121.03,82.169,371
121.86,82.186,371
122.24,76.406,344
124.08,77.09,347
125.22,77.33,348
127.46,78.237,352
128.98,78.7,354
130.51,79.164,356
132.05,79.627,358
133.23,79.869,359
